Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2016Q2,,S08000031,,S08000031,d,Emergency Inpatients,,37749,64036,1.696362818,,37115,267182,7.198760609,
2016Q3,,S08000031,,S08000031,d,Emergency Inpatients,,36699,65681,1.789721791,,36099,259973,7.201667636,
2016Q4,,S08000031,,S08000031,d,Emergency Inpatients,,35074,67172,1.915150824,,34446,258405,7.501741857,
2017Q1,,S08000031,,S08000031,d,Emergency Inpatients,,33238,73115,2.19974126,,32696,263303,8.053064595,
2017Q2,,S08000031,,S08000031,d,Emergency Inpatients,,32371,76002,2.347842204,,31989,270300,8.449779612,
2017Q3,,S08000031,,S08000031,d,Emergency Inpatients,,33071,74284,2.246197575,,32464,251985,7.761982504,
2017Q4,,S08000031,,S08000031,d,Emergency Inpatients,,33850,81386,2.404313146,,33001,260463,7.892579013,
2018Q1,,S08000031,,S08000031,d,Emergency Inpatients,,33039,83604,2.530463997,,32477,272042,8.376451027,
2018Q2,,S08000031,,S08000031,d,Emergency Inpatients,,33595,82165,2.445750856,,33067,265932,8.042217316,
2018Q3,,S08000031,,S08000031,d,Emergency Inpatients,,33698,84109,2.495964152,,32768,252885,7.717437744,
2018Q4,,S08000031,,S08000031,d,Emergency Inpatients,,34104,81985,2.403970209,,33391,264198,7.912251804,
2019Q1,,S08000031,,S08000031,d,Emergency Inpatients,,33686,82040,2.435433118,,33066,264403,7.996219682,
2019Q2,,S08000031,,S08000031,d,Emergency Inpatients,,34491,83401,2.418051086,,33756,264918,7.848027017,
2019Q3,,S08000031,,S08000031,d,Emergency Inpatients,,34812,80543,2.313656211,,34076,259932,7.628007982,
2019Q4,,S08000031,,S08000031,d,Emergency Inpatients,,34882,83194,2.385012327,,34139,275721,8.076422859,
2020Q1,,S08000031,,S08000031,d,Emergency Inpatients,,31541,76617,2.429123997,,31645,280928,8.877484595,
2020Q2,,S08000031,,S08000031,d,Emergency Inpatients,,25634,55893,2.180424436,,24917,198757,7.976762853,
2020Q3,p,S08000031,,S08000031,d,Emergency Inpatients,,30653,66181,2.159038267,,30031,232492,7.741733542,
2015Q3,,S08000031,,G405H,,Emergency Inpatients,,13580,19431,1.430854197,,13152,89206,6.782694647,
2015Q4,,S08000031,,G405H,,Emergency Inpatients,,14191,20105,1.416743006,,13822,104597,7.567428737,
2016Q1,,S08000031,,G405H,,Emergency Inpatients,,15417,22412,1.45371992,,15080,113726,7.541511936,
2016Q2,,S08000031,,G405H,,Emergency Inpatients,,15504,21382,1.379127967,,15170,119406,7.871193144,
2016Q3,,S08000031,,G405H,,Emergency Inpatients,,13911,23612,1.6973618,,13712,117231,8.54951867,
2016Q4,,S08000031,,G405H,,Emergency Inpatients,,13157,25748,1.956981075,,12838,113134,8.812431843,
2017Q1,,S08000031,,G405H,,Emergency Inpatients,,12644,24917,1.97065802,,12470,116339,9.329510826,
2017Q2,,S08000031,,G405H,,Emergency Inpatients,,12637,24970,1.975943658,,12475,118919,9.53258517,
2017Q3,,S08000031,,G405H,,Emergency Inpatients,,13052,24208,1.854734907,,12757,110774,8.683389512,
2017Q4,,S08000031,,G405H,,Emergency Inpatients,,13556,27070,1.996901741,,13187,116317,8.820580875,
2018Q1,,S08000031,,G405H,,Emergency Inpatients,,13078,27002,2.06468879,,12866,119040,9.252292865,
2018Q2,,S08000031,,G405H,,Emergency Inpatients,,13422,27962,2.083296081,,13219,117847,8.914970875,
2018Q3,,S08000031,,G405H,,Emergency Inpatients,,13464,28168,2.092097445,,13005,109436,8.414917339,
2018Q4,,S08000031,,G405H,,Emergency Inpatients,,13330,26646,1.998949737,,13033,115613,8.870789534,
2019Q1,,S08000031,,G405H,,Emergency Inpatients,,13220,25576,1.934644478,,12996,115415,8.88080948,
2019Q2,,S08000031,,G405H,,Emergency Inpatients,,13446,28602,2.127175368,,13117,116735,8.899519707,
2019Q3,,S08000031,,G405H,,Emergency Inpatients,,13782,28205,2.046509941,,13407,112606,8.399045275,
2019Q4,,S08000031,,G405H,,Emergency Inpatients,,13512,29666,2.195529899,,13199,122687,9.295173877,
2020Q1,,S08000031,,G405H,,Emergency Inpatients,,12426,28052,2.257524545,,12449,122645,9.851795325,
2020Q2,,S08000031,,G405H,,Emergency Inpatients,,10748,20042,1.864719017,,10354,90227,8.714216728,
2020Q3,p,S08000031,,G405H,,Emergency Inpatients,,12604,23137,1.835687083,,12328,105498,8.557592472,
2015Q3,,S08000031,,C418H,,Emergency Inpatients,,6261,13339,2.130490337,,6134,38373,6.255787414,
2015Q4,,S08000031,,C418H,,Emergency Inpatients,,6064,13336,2.199208443,,6048,39118,6.46792328,
2016Q1,,S08000031,,C418H,,Emergency Inpatients,,6158,14081,2.286619032,,6032,40945,6.787964191,
2016Q2,,S08000031,,C418H,,Emergency Inpatients,,5962,12974,2.176115398,,5911,39356,6.658095077,
2016Q3,,S08000031,,C418H,,Emergency Inpatients,,6084,11176,1.836949375,,6003,38566,6.424454439,
2016Q4,,S08000031,,C418H,,Emergency Inpatients,,6218,10320,1.659697652,,6129,39491,6.443302333,
2017Q1,,S08000031,,C418H,,Emergency Inpatients,,6157,11654,1.892804937,,6111,40288,6.592701685,
2017Q2,,S08000031,,C418H,,Emergency Inpatients,,5109,13993,2.738892151,,5058,38798,7.670620799,
2017Q3,,S08000031,,C418H,,Emergency Inpatients,,5122,13941,2.721788364,,5046,36984,7.329369798,
2017Q4,,S08000031,,C418H,,Emergency Inpatients,,5235,16190,3.092645654,,5091,38320,7.527008446,
2018Q1,,S08000031,,C418H,,Emergency Inpatients,,5185,17067,3.291610415,,5063,41055,8.108828758,
2018Q2,,S08000031,,C418H,,Emergency Inpatients,,5098,17157,3.365437426,,4978,40548,8.145439936,
2018Q3,,S08000031,,C418H,,Emergency Inpatients,,4985,16616,3.333199599,,4866,39782,8.175503494,
2018Q4,,S08000031,,C418H,,Emergency Inpatients,,5290,16551,3.128733459,,5208,40382,7.753840246,
2019Q1,,S08000031,,C418H,,Emergency Inpatients,,5272,17883,3.39207132,,5137,38262,7.448316138,
2019Q2,,S08000031,,C418H,,Emergency Inpatients,,5746,17654,3.07239819,,5600,36527,6.522678571,
2019Q3,,S08000031,,C418H,,Emergency Inpatients,,5684,16059,2.825299085,,5556,38688,6.963282937,
2019Q4,,S08000031,,C418H,,Emergency Inpatients,,6014,14539,2.417525773,,5897,41908,7.106664406,
2020Q1,,S08000031,,C418H,,Emergency Inpatients,,5172,11967,2.313805104,,5212,40722,7.813123561,
2020Q2,,S08000031,,C418H,,Emergency Inpatients,,4102,10382,2.530960507,,4032,30062,7.455853175,
2020Q3,p,S08000031,,C418H,,Emergency Inpatients,,4970,12936,2.602816901,,4842,35000,7.228418009,
2015Q3,,S08000031,,G207H,,Emergency Inpatients,,0,20, ,z,0,0, ,z
2015Q4,,S08000031,,G207H,,Emergency Inpatients,,0,10, ,z,0,5, ,z
2016Q1,,S08000031,,G207H,,Emergency Inpatients,,0,45, ,z,0,66, ,z
2016Q2,,S08000031,,G207H,,Emergency Inpatients,,0,45, ,z,0,65, ,z
2016Q4,,S08000031,,G207H,,Emergency Inpatients,,0,25, ,z,0,25, ,z
2017Q1,,S08000031,,G207H,,Emergency Inpatients,,0,30, ,z,0,30, ,z
2017Q3,,S08000031,,G207H,,Emergency Inpatients,,0,80, ,z,0,0, ,z
2017Q4,,S08000031,,G207H,,Emergency Inpatients,,0,5, ,z,0,0, ,z
2018Q2,,S08000031,,G207H,,Emergency Inpatients,,0,10, ,z,0,10, ,z
2018Q3,,S08000031,,G207H,,Emergency Inpatients,,0,30, ,z,0,30, ,z
2019Q1,,S08000031,,G207H,,Emergency Inpatients,,0,0, ,z,0,0, ,z
2019Q3,,S08000031,,G207H,,Emergency Inpatients,,0,0, ,z,0,0, ,z
2020Q1,,S08000031,,G207H,,Emergency Inpatients,,0,0, ,z,0,0, ,z
2020Q2,,S08000031,,G207H,,Emergency Inpatients,,0,35, ,z,0,10, ,z
2020Q3,p,S08000031,,G207H,,Emergency Inpatients,,0,5, ,z,0,0, ,z
2015Q3,,S08000031,,C206H,,Emergency Inpatients,,423,765,1.808510638,,430,2603,6.053488372,
2015Q4,,S08000031,,C206H,,Emergency Inpatients,,424,894,2.108490566,,425,3043,7.16,
2016Q1,,S08000031,,C206H,,Emergency Inpatients,,405,776,1.916049383,,403,2701,6.702233251,
2016Q2,,S08000031,,C206H,,Emergency Inpatients,,425,742,1.745882353,,418,2915,6.973684211,
2016Q3,,S08000031,,C206H,,Emergency Inpatients,,420,819,1.95,,425,3103,7.301176471,
2016Q4,,S08000031,,C206H,,Emergency Inpatients,,391,778,1.989769821,,383,2866,7.483028721,
2017Q1,,S08000031,,C206H,,Emergency Inpatients,,624,1167,1.870192308,,608,4800,7.894736842,
2017Q2,,S08000031,,C206H,,Emergency Inpatients,,637,1330,2.087912088,,646,4212,6.520123839,
2017Q3,,S08000031,,C206H,,Emergency Inpatients,,607,1151,1.896210873,,610,3671,6.018032787,
2017Q4,,S08000031,,C206H,,Emergency Inpatients,,644,1231,1.911490683,,624,3838,6.150641026,
2018Q1,,S08000031,,C206H,,Emergency Inpatients,,645,1417,2.196899225,,650,4866,7.486153846,
2018Q2,,S08000031,,C206H,,Emergency Inpatients,,644,1232,1.913043478,,635,3974,6.258267717,
2018Q3,,S08000031,,C206H,,Emergency Inpatients,,608,1103,1.814144737,,616,4049,6.573051948,
2018Q4,,S08000031,,C206H,,Emergency Inpatients,,632,1121,1.773734177,,625,4118,6.5888,
2019Q1,,S08000031,,C206H,,Emergency Inpatients,,684,1315,1.92251462,,690,4185,6.065217391,
2019Q2,,S08000031,,C206H,,Emergency Inpatients,,600,1215,2.025,,575,3942,6.855652174,
2019Q3,,S08000031,,C206H,,Emergency Inpatients,,638,1261,1.976489028,,642,4421,6.886292835,
2019Q4,,S08000031,,C206H,,Emergency Inpatients,,665,1415,2.127819549,,650,4963,7.635384615,
2020Q1,,S08000031,,C206H,,Emergency Inpatients,,555,1051,1.893693694,,561,3931,7.007130125,
2020Q2,,S08000031,,C206H,,Emergency Inpatients,,381,808,2.120734908,,389,2909,7.4781491,
2020Q3,p,S08000031,,C206H,,Emergency Inpatients,,427,904,2.117096019,,420,3106,7.395238095,
2015Q3,,S08000031,,G516H,,Emergency Inpatients,,576,3655,6.345486111,,595,11207,18.83529412,
2015Q4,,S08000031,,G516H,,Emergency Inpatients,,498,3070,6.164658635,,456,5379,11.79605263,
2016Q1,,S08000031,,G516H,,Emergency Inpatients,,489,3240,6.625766871,,431,4367,10.13225058,
2016Q2,,S08000031,,G516H,,Emergency Inpatients,,548,3360,6.131386861,,489,3599,7.3599182,
2016Q3,,S08000031,,G516H,,Emergency Inpatients,,531,3510,6.610169492,,474,3678,7.759493671,
2016Q4,,S08000031,,G516H,,Emergency Inpatients,,534,3605,6.75093633,,480,4019,8.372916667,
2017Q1,,S08000031,,G516H,,Emergency Inpatients,,479,2960,6.17954071,,431,3364,7.805104408,
2017Q2,,S08000031,,G516H,,Emergency Inpatients,,560,3450,6.160714286,,525,4317,8.222857143,
2017Q3,,S08000031,,G516H,,Emergency Inpatients,,575,3205,5.573913043,,530,3638,6.864150943,
2017Q4,,S08000031,,G516H,,Emergency Inpatients,,637,3325,5.21978022,,590,4083,6.920338983,
2018Q1,,S08000031,,G516H,,Emergency Inpatients,,585,3430,5.863247863,,545,4312,7.911926606,
2018Q2,,S08000031,,G516H,,Emergency Inpatients,,580,3025,5.215517241,,526,3391,6.446768061,
2018Q3,,S08000031,,G516H,,Emergency Inpatients,,663,4120,6.214177979,,600,4224,7.04,
2018Q4,,S08000031,,G516H,,Emergency Inpatients,,796,4439,5.576633166,,730,4617,6.324657534,
2019Q1,,S08000031,,G516H,,Emergency Inpatients,,632,4115,6.511075949,,592,4658,7.868243243,
2019Q2,,S08000031,,G516H,,Emergency Inpatients,,656,3665,5.586890244,,601,3903,6.494176373,
2019Q3,,S08000031,,G516H,,Emergency Inpatients,,715,4150,5.804195804,,659,4521,6.860394537,
2019Q4,,S08000031,,G516H,,Emergency Inpatients,,727,4330,5.955983494,,688,5316,7.726744186,
2020Q1,,S08000031,,G516H,,Emergency Inpatients,,681,4324,6.34948605,,656,5854,8.923780488,
2020Q2,,S08000031,,G516H,,Emergency Inpatients,,350,1720,4.914285714,,320,2013,6.290625,
2020Q3,p,S08000031,,G516H,,Emergency Inpatients,,505,2470,4.891089109,,465,2518,5.415053763,
2015Q3,,S08000022,,H212H,,Emergency Inpatients,,346,888,2.566473988,,339,1387,4.091445428,
2015Q4,,S08000022,,H212H,,Emergency Inpatients,,325,891,2.741538462,,326,1859,5.702453988,
2016Q1,,S08000022,,H212H,,Emergency Inpatients,,381,1221,3.204724409,,369,2219,6.013550136,
2016Q2,,S08000022,,H212H,,Emergency Inpatients,,465,806,1.733333333,,461,2075,4.501084599,
2016Q3,,S08000022,,H212H,,Emergency Inpatients,,464,987,2.127155172,,467,2555,5.471092077,
2016Q4,,S08000022,,H212H,,Emergency Inpatients,,397,849,2.138539043,,394,2075,5.266497462,
2017Q1,,S08000022,,H212H,,Emergency Inpatients,,412,817,1.983009709,,411,2255,5.486618005,
2017Q2,,S08000022,,H212H,,Emergency Inpatients,,437,815,1.864988558,,446,2084,4.67264574,
2017Q3,,S08000022,,H212H,,Emergency Inpatients,,431,823,1.909512761,,448,1611,3.595982143,
2017Q4,,S08000022,,H212H,,Emergency Inpatients,,364,889,2.442307692,,385,2458,6.384415584,
2018Q1,,S08000022,,H212H,,Emergency Inpatients,,384,1325,3.450520833,,387,2780,7.183462532,
2018Q2,,S08000022,,H212H,,Emergency Inpatients,,425,812,1.910588235,,426,2079,4.88028169,
2018Q3,,S08000022,,H212H,,Emergency Inpatients,,442,843,1.907239819,,456,2477,5.432017544,
2018Q4,,S08000022,,H212H,,Emergency Inpatients,,390,910,2.333333333,,400,2121,5.3025,
2019Q1,,S08000022,,H212H,,Emergency Inpatients,,377,964,2.557029178,,387,2449,6.328165375,
2019Q2,,S08000022,,H212H,,Emergency Inpatients,,414,1060,2.560386473,,419,2759,6.584725537,
2019Q3,,S08000022,,H212H,,Emergency Inpatients,,463,985,2.127429806,,466,2312,4.961373391,
2019Q4,,S08000022,,H212H,,Emergency Inpatients,,397,881,2.219143577,,407,2672,6.565110565,
2020Q1,,S08000022,,H212H,,Emergency Inpatients,,329,973,2.957446809,,348,2490,7.155172414,
2020Q2,,S08000022,,H212H,,Emergency Inpatients,,257,685,2.66536965,,256,1637,6.39453125,
2020Q3,p,S08000022,,H212H,,Emergency Inpatients,,386,771,1.997409326,,414,2651,6.403381643,
2015Q3,,S08000022,,H103H,,Emergency Inpatients,,622,647,1.040192926,,626,4412,7.047923323,
2015Q4,,S08000022,,H103H,,Emergency Inpatients,,632,664,1.050632911,,637,5279,8.287284144,
2016Q1,,S08000022,,H103H,,Emergency Inpatients,,678,809,1.193215339,,661,4575,6.921331316,
2016Q2,,S08000022,,H103H,,Emergency Inpatients,,609,990,1.625615764,,616,5471,8.881493506,
2016Q3,,S08000022,,H103H,,Emergency Inpatients,,638,949,1.487460815,,632,3752,5.936708861,
2016Q4,,S08000022,,H103H,,Emergency Inpatients,,657,1049,1.596651446,,658,5844,8.881458967,
2017Q1,,S08000022,,H103H,,Emergency Inpatients,,560,1049,1.873214286,,565,5736,10.15221239,
2017Q2,,S08000022,,H103H,,Emergency Inpatients,,644,984,1.527950311,,652,5505,8.443251534,
2017Q3,,S08000022,,H103H,,Emergency Inpatients,,654,809,1.237003058,,654,4400,6.727828746,
2017Q4,,S08000022,,H103H,,Emergency Inpatients,,649,878,1.352850539,,645,4523,7.012403101,
2018Q1,,S08000022,,H103H,,Emergency Inpatients,,676,1434,2.121301775,,673,4440,6.597325409,
2018Q2,,S08000022,,H103H,,Emergency Inpatients,,669,1017,1.520179372,,658,3324,5.051671733,
2018Q3,,S08000022,,H103H,,Emergency Inpatients,,632,963,1.523734177,,632,4421,6.995253165,
2018Q4,,S08000022,,H103H,,Emergency Inpatients,,638,897,1.405956113,,651,3859,5.927803379,
2019Q1,,S08000022,,H103H,,Emergency Inpatients,,555,1233,2.221621622,,527,3573,6.779886148,
2019Q2,,S08000022,,H103H,,Emergency Inpatients,,551,1047,1.900181488,,570,4641,8.142105263,
2019Q3,,S08000022,,H103H,,Emergency Inpatients,,610,1188,1.947540984,,604,4737,7.842715232,
2019Q4,,S08000022,,H103H,,Emergency Inpatients,,544,1103,2.027573529,,532,4513,8.483082707,
2020Q1,,S08000022,,H103H,,Emergency Inpatients,,502,1181,2.352589641,,522,5898,11.29885057,
2020Q2,,S08000022,,H103H,,Emergency Inpatients,,392,1114,2.841836735,,405,4676,11.54567901,
2020Q3,p,S08000022,,H103H,,Emergency Inpatients,,413,973,2.355932203,,459,3607,7.8583878,
2015Q3,,S08000022,,C121H,,Emergency Inpatients,,468,2023,4.322649573,,472,3127,6.625,
2015Q4,,S08000022,,C121H,,Emergency Inpatients,,485,2668,5.501030928,,485,3497,7.210309278,
2016Q1,,S08000022,,C121H,,Emergency Inpatients,,556,3431,6.170863309,,552,4124,7.471014493,
2016Q2,,S08000022,,C121H,,Emergency Inpatients,,590,2679,4.540677966,,583,3556,6.09948542,
2016Q3,,S08000022,,C121H,,Emergency Inpatients,,536,2726,5.085820896,,532,3488,6.556390977,
2016Q4,,S08000022,,C121H,,Emergency Inpatients,,567,2308,4.070546737,,560,3387,6.048214286,
2017Q1,,S08000022,,C121H,,Emergency Inpatients,,531,2384,4.489642185,,530,3263,6.156603774,
2017Q2,,S08000022,,C121H,,Emergency Inpatients,,571,2569,4.499124343,,568,3448,6.070422535,
2017Q3,,S08000022,,C121H,,Emergency Inpatients,,538,2491,4.630111524,,532,3191,5.998120301,
2017Q4,,S08000022,,C121H,,Emergency Inpatients,,504,2515,4.990079365,,501,3162,6.311377246,
2018Q1,,S08000022,,C121H,,Emergency Inpatients,,500,2945,5.89,,502,4390,8.74501992,
2018Q2,,S08000022,,C121H,,Emergency Inpatients,,582,2777,4.771477663,,579,3646,6.297063903,
2018Q3,,S08000022,,C121H,,Emergency Inpatients,,558,2396,4.29390681,,550,3868,7.032727273,
2018Q4,,S08000022,,C121H,,Emergency Inpatients,,482,3502,7.265560166,,484,4482,9.260330579,
2019Q1,,S08000022,,C121H,,Emergency Inpatients,,486,3030,6.234567901,,478,3768,7.882845188,
2019Q2,,S08000022,,C121H,,Emergency Inpatients,,477,2854,5.983228512,,478,3972,8.309623431,
2019Q3,,S08000022,,C121H,,Emergency Inpatients,,497,3050,6.136820926,,485,3968,8.181443299,
2019Q4,,S08000022,,C121H,,Emergency Inpatients,,498,2476,4.97188755,,498,3223,6.47188755,
2020Q1,,S08000022,,C121H,,Emergency Inpatients,,478,3165,6.621338912,,478,4678,9.786610879,
2020Q2,,S08000022,,C121H,,Emergency Inpatients,,365,1465,4.01369863,,356,2130,5.983146067,
2020Q3,p,S08000022,,C121H,,Emergency Inpatients,,457,1772,3.877461707,,453,2578,5.690949227,
2015Q3,,S08000022,,S08000022,d,Emergency Inpatients,,5512,11768,2.134978229,,5450,39425,7.233944954,
2015Q4,,S08000022,,S08000022,d,Emergency Inpatients,,5274,15112,2.865377323,,5227,44784,8.56782093,
2016Q1,,S08000022,,S08000022,d,Emergency Inpatients,,5425,13651,2.516313364,,5333,43400,8.138008626,
2016Q2,,S08000022,,S08000022,d,Emergency Inpatients,,5435,12495,2.29898804,,5381,43492,8.082512544,
2016Q3,,S08000022,,S08000022,d,Emergency Inpatients,,5488,11936,2.174927114,,5431,42799,7.880500829,
2016Q4,,S08000022,,S08000022,d,Emergency Inpatients,,5257,11801,2.244816435,,5198,45770,8.805309735,
2017Q1,,S08000022,,S08000022,d,Emergency Inpatients,,5213,11848,2.272779589,,5147,41046,7.974742568,
2017Q2,,S08000022,,S08000022,d,Emergency Inpatients,,5571,12607,2.262968946,,5561,41623,7.484804891,
2017Q3,,S08000022,,S08000022,d,Emergency Inpatients,,5418,11790,2.176079734,,5395,40448,7.497312326,
2017Q4,,S08000022,,S08000022,d,Emergency Inpatients,,5080,10899,2.145472441,,5129,44291,8.635406512,
2018Q1,,S08000022,,S08000022,d,Emergency Inpatients,,5264,12724,2.417173252,,5337,45967,8.612891137,
2018Q2,,S08000022,,S08000022,d,Emergency Inpatients,,5512,11181,2.028483309,,5489,41811,7.617234469,
2018Q3,,S08000022,,S08000022,d,Emergency Inpatients,,5560,11142,2.003956835,,5605,41592,7.420517395,
2018Q4,,S08000022,,S08000022,d,Emergency Inpatients,,5277,12568,2.381656244,,5371,42719,7.953639918,
2019Q1,,S08000022,,S08000022,d,Emergency Inpatients,,5014,12049,2.4030714,,5128,43087,8.402301092,
2019Q2,,S08000022,,S08000022,d,Emergency Inpatients,,5158,12133,2.352268321,,5343,44274,8.28635598,
2019Q3,,S08000022,,S08000022,d,Emergency Inpatients,,5343,12342,2.309938237,,5435,43464,7.997056118,
2019Q4,,S08000022,,S08000022,d,Emergency Inpatients,,5209,11566,2.22038779,,5325,45577,8.559061033,
2020Q1,,S08000022,,S08000022,d,Emergency Inpatients,,4671,12346,2.643117106,,4931,49234,9.984587305,
2020Q2,,S08000022,,S08000022,d,Emergency Inpatients,,4147,7786,1.877501809,,4102,35760,8.717698684,
2020Q3,p,S08000022,,S08000022,d,Emergency Inpatients,,5105,9008,1.764544564,,5196,38226,7.356812933,
2015Q3,,S08000022,,H202H,,Emergency Inpatients,,4062,8032,1.977351059,,4000,30315,7.57875,
2015Q4,,S08000022,,H202H,,Emergency Inpatients,,3819,10605,2.776904949,,3766,33853,8.989113117,
2016Q1,,S08000022,,H202H,,Emergency Inpatients,,3803,8106,2.131475151,,3744,32398,8.653311966,
2016Q2,,S08000022,,H202H,,Emergency Inpatients,,3766,7944,2.109399894,,3717,32356,8.704869518,
2016Q3,,S08000022,,H202H,,Emergency Inpatients,,3842,7181,1.869078605,,3792,32910,8.678797468,
2016Q4,,S08000022,,H202H,,Emergency Inpatients,,3632,7568,2.083700441,,3583,34443,9.612894223,
2017Q1,,S08000022,,H202H,,Emergency Inpatients,,3698,7525,2.034883721,,3629,29719,8.189308349,
2017Q2,,S08000022,,H202H,,Emergency Inpatients,,3910,8129,2.079028133,,3886,30474,7.841996912,
2017Q3,,S08000022,,H202H,,Emergency Inpatients,,3787,7569,1.998679694,,3753,30901,8.233679723,
2017Q4,,S08000022,,H202H,,Emergency Inpatients,,3554,6446,1.813731007,,3590,33994,9.46908078,
2018Q1,,S08000022,,H202H,,Emergency Inpatients,,3694,6923,1.874120195,,3766,34306,9.109399894,
2018Q2,,S08000022,,H202H,,Emergency Inpatients,,3829,6492,1.695481849,,3819,32672,8.555119141,
2018Q3,,S08000022,,H202H,,Emergency Inpatients,,3922,6877,1.753442121,,3960,30393,7.675,
2018Q4,,S08000022,,H202H,,Emergency Inpatients,,3763,7253,1.927451501,,3832,32241,8.413622129,
2019Q1,,S08000022,,H202H,,Emergency Inpatients,,3591,6757,1.881648566,,3731,33232,8.906995444,
2019Q2,,S08000022,,H202H,,Emergency Inpatients,,3705,6963,1.879352227,,3867,32693,8.454357383,
2019Q3,,S08000022,,H202H,,Emergency Inpatients,,3768,7058,1.873142251,,3875,32288,8.332387097,
2019Q4,,S08000022,,H202H,,Emergency Inpatients,,3763,7031,1.868456019,,3881,35081,9.039165164,
2020Q1,,S08000022,,H202H,,Emergency Inpatients,,3354,6727,2.005664878,,3575,35866,10.03244755,
2020Q2,,S08000022,,H202H,,Emergency Inpatients,,3123,4352,1.39353186,,3075,26959,8.767154472,
2020Q3,p,S08000022,,H202H,,Emergency Inpatients,,3831,5289,1.380579483,,3851,28985,7.526616463,
2015Q3,,S08000032,,S08000032,d,Emergency Inpatients,,15905,41105,2.584407419,,15672,101567,6.480793772,
