Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2016Q4,,S08000025,,R103H,,Emergency Inpatients,,4,,161,400,2.48447205,,157,950,6.050955414,
2017Q1,,S08000025,,R103H,,Emergency Inpatients,,4,,200,641,3.205,,197,1645,8.350253807,
2017Q2,,S08000025,,R103H,,Emergency Inpatients,,4,,199,625,3.140703518,,204,1595,7.818627451,
2017Q3,,S08000025,,R103H,,Emergency Inpatients,,4,,201,603,3,,195,1123,5.758974359,
2017Q4,,S08000025,,R103H,,Emergency Inpatients,,4,,253,902,3.565217391,,249,1884,7.56626506,
2018Q1,,S08000025,,R103H,,Emergency Inpatients,,4,,233,804,3.450643777,,230,1519,6.604347826,
2018Q2,,S08000025,,R103H,,Emergency Inpatients,,4,,240,657,2.7375,,241,1713,7.107883817,
2018Q3,,S08000025,,R103H,,Emergency Inpatients,,4,,234,765,3.269230769,,240,1985,8.270833333,
2018Q4,,S08000025,,R103H,,Emergency Inpatients,,4,,262,907,3.461832061,,250,1687,6.748,
2019Q1,,S08000025,,R103H,,Emergency Inpatients,,4,,253,913,3.608695652,,257,2064,8.031128405,
2019Q2,,S08000025,,R103H,,Emergency Inpatients,,4,,224,791,3.53125,,224,2244,10.01785714,
2019Q3,,S08000025,,R103H,,Emergency Inpatients,,4,,216,808,3.740740741,,217,1456,6.709677419,
2019Q4,,S08000025,,R103H,,Emergency Inpatients,,4,,255,999,3.917647059,,254,1767,6.956692913,
2020Q1,,S08000025,,R103H,,Emergency Inpatients,,4,,235,989,4.208510638,,238,1793,7.533613445,
2020Q2,,S08000025,,R103H,,Emergency Inpatients,,4,,207,731,3.531400966,,205,1605,7.829268293,
2020Q3,p,S08000025,,R103H,,Emergency Inpatients,,4,,249,966,3.879518072,,249,1469,5.899598394,
2015Q3,,S08000025,,R103H,,Emergency Inpatients,,5,,35,58,1.657142857,,37,128,3.459459459,
2015Q4,,S08000025,,R103H,,Emergency Inpatients,,5,,34,43,1.264705882,,33,129,3.909090909,
2016Q1,,S08000025,,R103H,,Emergency Inpatients,,5,,26,48,1.846153846,,20,57,2.85,
2016Q2,,S08000025,,R103H,,Emergency Inpatients,,5,,29,112,3.862068966,,31,239,7.709677419,
2016Q3,,S08000025,,R103H,,Emergency Inpatients,,5,,21,52,2.476190476,,21,211,10.04761905,
2016Q4,,S08000025,,R103H,,Emergency Inpatients,,5,,16,21,1.3125,,15,92,6.133333333,
2017Q1,,S08000025,,R103H,,Emergency Inpatients,,5,,5,5,1,,5,110,22,
2017Q2,,S08000025,,R103H,,Emergency Inpatients,,5,,5,14,2.8,,5,25,5,
2017Q3,,S08000025,,R103H,,Emergency Inpatients,,5,,0,5, ,z,0,0, ,z
2017Q4,,S08000025,,R103H,,Emergency Inpatients,,5,,0,15, ,z,0,25, ,z
2018Q1,,S08000025,,R103H,,Emergency Inpatients,,5,,0,0, ,z,0,235, ,z
2018Q2,,S08000025,,R103H,,Emergency Inpatients,,5,,0,0, ,z,0,5, ,z
2018Q3,,S08000025,,R103H,,Emergency Inpatients,,5,,0,0, ,z,0,0, ,z
2019Q2,,S08000025,,R103H,,Emergency Inpatients,,5,,5,5,1,,5,20,4,
2019Q3,,S08000025,,R103H,,Emergency Inpatients,,5,,5,0,0,,5,0,0,
2020Q1,,S08000025,,R103H,,Emergency Inpatients,,5,,5,10,2,,5,10,2,
2020Q2,,S08000025,,R103H,,Emergency Inpatients,,5,,0,0, ,z,0,0, ,z
2020Q3,p,S08000025,,R103H,,Emergency Inpatients,,5,,0,0, ,z,0,0, ,z
2015Q3,,S08000025,,R103H,,Emergency Inpatients,, ,:,16,41,2.5625,,15,80,5.333333333,
2016Q2,,S08000025,,R103H,,Emergency Inpatients,, ,:,11,11,1,,10,27,2.7,
2016Q3,,S08000025,,R103H,,Emergency Inpatients,, ,:,20,30,1.5,,21,56,2.666666667,
2016Q4,,S08000025,,R103H,,Emergency Inpatients,, ,:,5,8,1.6,,5,8,1.6,
2017Q1,,S08000025,,R103H,,Emergency Inpatients,, ,:,10,24,2.4,,5,30,6,
2017Q2,,S08000025,,R103H,,Emergency Inpatients,, ,:,14,26,1.857142857,,15,70,4.666666667,
2017Q3,,S08000025,,R103H,,Emergency Inpatients,, ,:,20,21,1.05,,20,65,3.25,
2017Q4,,S08000025,,R103H,,Emergency Inpatients,, ,:,5,10,2,,5,10,2,
2018Q1,,S08000025,,R103H,,Emergency Inpatients,, ,:,5,5,1,,5,5,1,
2018Q2,,S08000025,,R103H,,Emergency Inpatients,, ,:,19,43,2.263157895,,20,60,3,
2018Q3,,S08000025,,R103H,,Emergency Inpatients,, ,:,28,43,1.535714286,,30,120,4,
2018Q4,,S08000025,,R103H,,Emergency Inpatients,, ,:,5,5,1,,5,5,1,
2019Q1,,S08000025,,R103H,,Emergency Inpatients,, ,:,10,31,3.1,,10,40,4,
2019Q2,,S08000025,,R103H,,Emergency Inpatients,, ,:,20,29,1.45,,21,68,3.238095238,
2019Q3,,S08000025,,R103H,,Emergency Inpatients,, ,:,15,35,2.333333333,,15,35,2.333333333,
2019Q4,,S08000025,,R103H,,Emergency Inpatients,, ,:,13,27,2.076923077,,15,45,3,
2020Q1,,S08000025,,R103H,,Emergency Inpatients,, ,:,0,0, ,z,0,0, ,z
2020Q3,p,S08000025,,R103H,,Emergency Inpatients,, ,:,10,20,2,,10,55,5.5,
2015Q3,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,0,0,,5,0,0,
2015Q4,,S08000026,,Z102H,,Emergency Inpatients,,1,,10,5,0.5,,10,5,0.5,
2016Q1,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,5,1,,5,5,1,
2016Q3,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,5,1,,5,8,1.6,
2016Q4,,S08000026,,Z102H,,Emergency Inpatients,,1,,0,0, ,z,0,0, ,z
2017Q2,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,13,2.6,,5,13,2.6,
2017Q3,,S08000026,,Z102H,,Emergency Inpatients,,1,,0,0, ,z,0,0, ,z
2017Q4,,S08000026,,Z102H,,Emergency Inpatients,,1,,0,0, ,z,0,83, ,z
2018Q1,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,10,2,,5,10,2,
2018Q2,,S08000026,,Z102H,,Emergency Inpatients,,1,,0,0, ,z,0,0, ,z
2018Q3,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,8,1.6,,5,9,1.8,
2018Q4,,S08000026,,Z102H,,Emergency Inpatients,,1,,0,5, ,z,0,5, ,z
2019Q1,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,10,2,,5,20,4,
2019Q2,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,10,2,,5,10,2,
2019Q3,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,0,0,,5,31,6.2,
2019Q4,,S08000026,,Z102H,,Emergency Inpatients,,1,,5,13,2.6,,5,13,2.6,
2020Q2,,S08000026,,Z102H,,Emergency Inpatients,,1,,0,8, ,z,0,8, ,z
2020Q3,p,S08000026,,Z102H,,Emergency Inpatients,,1,,0,0, ,z,0,13, ,z
2015Q3,,S08000026,,Z102H,,Emergency Inpatients,,2,,30,65,2.166666667,,29,87,3,
2015Q4,,S08000026,,Z102H,,Emergency Inpatients,,2,,38,77,2.026315789,,40,132,3.3,
2016Q1,,S08000026,,Z102H,,Emergency Inpatients,,2,,21,71,3.380952381,,21,84,4,
2016Q2,,S08000026,,Z102H,,Emergency Inpatients,,2,,38,78,2.052631579,,37,147,3.972972973,
2016Q3,,S08000026,,Z102H,,Emergency Inpatients,,2,,26,24,0.923076923,,26,46,1.769230769,
2016Q4,,S08000026,,Z102H,,Emergency Inpatients,,2,,23,53,2.304347826,,23,53,2.304347826,
2017Q1,,S08000026,,Z102H,,Emergency Inpatients,,2,,39,122,3.128205128,,37,119,3.216216216,
2017Q2,,S08000026,,Z102H,,Emergency Inpatients,,2,,59,329,5.576271186,,57,282,4.947368421,
2017Q3,,S08000026,,Z102H,,Emergency Inpatients,,2,,60,293,4.883333333,,60,511,8.516666667,
2017Q4,,S08000026,,Z102H,,Emergency Inpatients,,2,,47,177,3.765957447,,46,182,3.956521739,
2018Q1,,S08000026,,Z102H,,Emergency Inpatients,,2,,42,165,3.928571429,,42,265,6.30952381,
2018Q2,,S08000026,,Z102H,,Emergency Inpatients,,2,,44,197,4.477272727,,43,350,8.139534884,
2018Q3,,S08000026,,Z102H,,Emergency Inpatients,,2,,58,137,2.362068966,,58,177,3.051724138,
2018Q4,,S08000026,,Z102H,,Emergency Inpatients,,2,,56,171,3.053571429,,57,181,3.175438596,
2019Q1,,S08000026,,Z102H,,Emergency Inpatients,,2,,48,225,4.6875,,46,219,4.760869565,
2019Q2,,S08000026,,Z102H,,Emergency Inpatients,,2,,53,166,3.132075472,,54,275,5.092592593,
2019Q3,,S08000026,,Z102H,,Emergency Inpatients,,2,,38,217,5.710526316,,36,222,6.166666667,
2019Q4,,S08000026,,Z102H,,Emergency Inpatients,,2,,27,148,5.481481481,,25,221,8.84,
2020Q1,,S08000026,,Z102H,,Emergency Inpatients,,2,,47,220,4.680851064,,47,324,6.893617021,
2020Q2,,S08000026,,Z102H,,Emergency Inpatients,,2,,36,78,2.166666667,,35,155,4.428571429,
2020Q3,p,S08000026,,Z102H,,Emergency Inpatients,,2,,44,208,4.727272727,,46,307,6.673913043,
2015Q3,,S08000026,,Z102H,,Emergency Inpatients,,3,,174,798,4.586206897,,174,1329,7.637931034,
2015Q4,,S08000026,,Z102H,,Emergency Inpatients,,3,,194,756,3.896907216,,194,1132,5.835051546,
2016Q1,,S08000026,,Z102H,,Emergency Inpatients,,3,,189,839,4.439153439,,189,1062,5.619047619,
2016Q2,,S08000026,,Z102H,,Emergency Inpatients,,3,,191,692,3.623036649,,190,1377,7.247368421,
2016Q3,,S08000026,,Z102H,,Emergency Inpatients,,3,,167,640,3.832335329,,166,1072,6.457831325,
2016Q4,,S08000026,,Z102H,,Emergency Inpatients,,3,,171,733,4.286549708,,169,1057,6.25443787,
2017Q1,,S08000026,,Z102H,,Emergency Inpatients,,3,,187,727,3.887700535,,190,1286,6.768421053,
2017Q2,,S08000026,,Z102H,,Emergency Inpatients,,3,,179,755,4.217877095,,176,973,5.528409091,
2017Q3,,S08000026,,Z102H,,Emergency Inpatients,,3,,170,677,3.982352941,,169,923,5.461538462,
2017Q4,,S08000026,,Z102H,,Emergency Inpatients,,3,,215,790,3.674418605,,212,957,4.514150943,
2018Q1,,S08000026,,Z102H,,Emergency Inpatients,,3,,192,717,3.734375,,188,965,5.132978723,
2018Q2,,S08000026,,Z102H,,Emergency Inpatients,,3,,174,644,3.701149425,,177,1032,5.830508475,
2018Q3,,S08000026,,Z102H,,Emergency Inpatients,,3,,178,792,4.449438202,,176,991,5.630681818,
2018Q4,,S08000026,,Z102H,,Emergency Inpatients,,3,,176,507,2.880681818,,175,806,4.605714286,
2019Q1,,S08000026,,Z102H,,Emergency Inpatients,,3,,174,689,3.959770115,,173,1034,5.976878613,
2019Q2,,S08000026,,Z102H,,Emergency Inpatients,,3,,200,977,4.885,,195,1219,6.251282051,
2019Q3,,S08000026,,Z102H,,Emergency Inpatients,,3,,204,858,4.205882353,,203,1109,5.463054187,
2019Q4,,S08000026,,Z102H,,Emergency Inpatients,,3,,194,907,4.675257732,,189,1251,6.619047619,
2020Q1,,S08000026,,Z102H,,Emergency Inpatients,,3,,163,794,4.871165644,,165,1221,7.4,
2020Q2,,S08000026,,Z102H,,Emergency Inpatients,,3,,117,401,3.427350427,,112,623,5.5625,
2020Q3,p,S08000026,,Z102H,,Emergency Inpatients,,3,,184,692,3.760869565,,187,1133,6.058823529,
2015Q3,,S08000026,,Z102H,,Emergency Inpatients,,4,,261,1007,3.858237548,,266,1784,6.706766917,
2015Q4,,S08000026,,Z102H,,Emergency Inpatients,,4,,306,1095,3.578431373,,305,1625,5.327868852,
2016Q1,,S08000026,,Z102H,,Emergency Inpatients,,4,,313,1184,3.782747604,,314,1744,5.554140127,
2016Q2,,S08000026,,Z102H,,Emergency Inpatients,,4,,294,1166,3.965986395,,288,1677,5.822916667,
2016Q3,,S08000026,,Z102H,,Emergency Inpatients,,4,,236,1182,5.008474576,,236,1946,8.245762712,
2016Q4,,S08000026,,Z102H,,Emergency Inpatients,,4,,255,935,3.666666667,,255,1607,6.301960784,
2017Q1,,S08000026,,Z102H,,Emergency Inpatients,,4,,207,673,3.251207729,,211,1020,4.834123223,
2017Q2,,S08000026,,Z102H,,Emergency Inpatients,,4,,220,608,2.763636364,,219,793,3.621004566,
2017Q3,,S08000026,,Z102H,,Emergency Inpatients,,4,,227,741,3.264317181,,218,1032,4.733944954,
2017Q4,,S08000026,,Z102H,,Emergency Inpatients,,4,,221,943,4.266968326,,227,1670,7.356828194,
2018Q1,,S08000026,,Z102H,,Emergency Inpatients,,4,,245,876,3.575510204,,244,1177,4.823770492,
2018Q2,,S08000026,,Z102H,,Emergency Inpatients,,4,,249,924,3.710843373,,249,1309,5.257028112,
2018Q3,,S08000026,,Z102H,,Emergency Inpatients,,4,,205,773,3.770731707,,199,1109,5.572864322,
2018Q4,,S08000026,,Z102H,,Emergency Inpatients,,4,,255,1018,3.992156863,,260,1638,6.3,
2019Q1,,S08000026,,Z102H,,Emergency Inpatients,,4,,229,978,4.270742358,,223,1266,5.677130045,
2019Q2,,S08000026,,Z102H,,Emergency Inpatients,,4,,202,798,3.95049505,,203,1179,5.807881773,
2019Q3,,S08000026,,Z102H,,Emergency Inpatients,,4,,202,963,4.767326733,,200,1280,6.4,
2019Q4,,S08000026,,Z102H,,Emergency Inpatients,,4,,216,820,3.796296296,,214,1234,5.76635514,
2020Q1,,S08000026,,Z102H,,Emergency Inpatients,,4,,217,839,3.866359447,,214,1217,5.686915888,
2020Q2,,S08000026,,Z102H,,Emergency Inpatients,,4,,167,477,2.856287425,,169,914,5.408284024,
2020Q3,p,S08000026,,Z102H,,Emergency Inpatients,,4,,194,631,3.25257732,,190,819,4.310526316,
2015Q3,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,5,1,,5,5,1,
2015Q4,,S08000026,,Z102H,,Emergency Inpatients,,5,,10,14,1.4,,10,14,1.4,
2016Q1,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,5,1,,5,5,1,
2016Q2,,S08000026,,Z102H,,Emergency Inpatients,,5,,10,25,2.5,,10,40,4,
2016Q3,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,0,0,,5,0,0,
2016Q4,,S08000026,,Z102H,,Emergency Inpatients,,5,,0,0, ,z,0,0, ,z
2017Q1,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,25,5,,5,25,5,
2017Q2,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,10,2,,5,10,2,
2017Q3,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,8,1.6,,5,20,4,
2017Q4,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,5,1,,5,11,2.2,
2018Q1,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,10,2,,5,10,2,
2018Q2,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,15,3,,5,10,2,
2018Q3,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,5,1,,5,20,4,
2018Q4,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,8,1.6,,5,10,2,
2019Q1,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,20,4,,5,20,4,
2019Q4,,S08000026,,Z102H,,Emergency Inpatients,,5,,5,9,1.8,,5,9,1.8,
2020Q1,,S08000026,,Z102H,,Emergency Inpatients,,5,,0,8, ,z,0,8, ,z
2020Q2,,S08000026,,Z102H,,Emergency Inpatients,,5,,0,0, ,z,0,0, ,z
2020Q3,p,S08000026,,Z102H,,Emergency Inpatients,,5,,0,0, ,z,0,0, ,z
2015Q3,,S08000026,,Z102H,,Emergency Inpatients,, ,:,30,65,2.166666667,,30,75,2.5,
2015Q4,,S08000026,,Z102H,,Emergency Inpatients,, ,:,25,81,3.24,,26,98,3.769230769,
2016Q1,,S08000026,,Z102H,,Emergency Inpatients,, ,:,10,18,1.8,,10,40,4,
2016Q2,,S08000026,,Z102H,,Emergency Inpatients,, ,:,25,35,1.4,,24,72,3,
2016Q3,,S08000026,,Z102H,,Emergency Inpatients,, ,:,27,53,1.962962963,,25,85,3.4,
2016Q4,,S08000026,,Z102H,,Emergency Inpatients,, ,:,10,23,2.3,,10,46,4.6,
2017Q1,,S08000026,,Z102H,,Emergency Inpatients,, ,:,5,7,1.4,,5,13,2.6,
2017Q2,,S08000026,,Z102H,,Emergency Inpatients,, ,:,13,22,1.692307692,,15,40,2.666666667,
2017Q3,,S08000026,,Z102H,,Emergency Inpatients,, ,:,29,101,3.482758621,,25,120,4.8,
2017Q4,,S08000026,,Z102H,,Emergency Inpatients,, ,:,15,50,3.333333333,,20,105,5.25,
2018Q1,,S08000026,,Z102H,,Emergency Inpatients,, ,:,20,50,2.5,,20,50,2.5,
2018Q2,,S08000026,,Z102H,,Emergency Inpatients,, ,:,20,40,2,,20,40,2,
2018Q3,,S08000026,,Z102H,,Emergency Inpatients,, ,:,24,49,2.041666667,,24,81,3.375,
2018Q4,,S08000026,,Z102H,,Emergency Inpatients,, ,:,20,35,1.75,,20,63,3.15,
2019Q1,,S08000026,,Z102H,,Emergency Inpatients,, ,:,15,30,2,,15,50,3.333333333,
2019Q2,,S08000026,,Z102H,,Emergency Inpatients,, ,:,30,45,1.5,,25,95,3.8,
2019Q3,,S08000026,,Z102H,,Emergency Inpatients,, ,:,25,80,3.2,,30,100,3.333333333,
2019Q4,,S08000026,,Z102H,,Emergency Inpatients,, ,:,16,27,1.6875,,15,45,3,
2020Q1,,S08000026,,Z102H,,Emergency Inpatients,, ,:,5,10,2,,5,20,4,
2020Q2,,S08000026,,Z102H,,Emergency Inpatients,, ,:,5,54,10.8,,5,59,11.8,
2020Q3,p,S08000026,,Z102H,,Emergency Inpatients,, ,:,10,15,1.5,,10,35,3.5,
2015Q3,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,0,0,,5,0,0,
2015Q4,,S08000026,,S08000026,d,Emergency Inpatients,,1,,10,5,0.5,,10,5,0.5,
2016Q1,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,5,1,,5,5,1,
2016Q3,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,5,1,,5,8,1.6,
2016Q4,,S08000026,,S08000026,d,Emergency Inpatients,,1,,0,0, ,z,0,0, ,z
2017Q2,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,13,2.6,,5,13,2.6,
2017Q3,,S08000026,,S08000026,d,Emergency Inpatients,,1,,0,0, ,z,0,0, ,z
2017Q4,,S08000026,,S08000026,d,Emergency Inpatients,,1,,0,0, ,z,0,85, ,z
2018Q1,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,10,2,,5,10,2,
2018Q2,,S08000026,,S08000026,d,Emergency Inpatients,,1,,0,0, ,z,0,0, ,z
2018Q3,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,8,1.6,,5,9,1.8,
2018Q4,,S08000026,,S08000026,d,Emergency Inpatients,,1,,0,5, ,z,0,5, ,z
2019Q1,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,9,1.8,,5,18,3.6,
2019Q2,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,10,2,,5,10,2,
2019Q3,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,0,0,,5,30,6,
2019Q4,,S08000026,,S08000026,d,Emergency Inpatients,,1,,5,13,2.6,,5,15,3,
2020Q2,,S08000026,,S08000026,d,Emergency Inpatients,,1,,0,8, ,z,0,8, ,z
2020Q3,p,S08000026,,S08000026,d,Emergency Inpatients,,1,,0,0, ,z,0,13, ,z
2015Q3,,S08000026,,S08000026,d,Emergency Inpatients,,2,,30,65,2.166666667,,29,87,3,
2015Q4,,S08000026,,S08000026,d,Emergency Inpatients,,2,,38,77,2.026315789,,40,132,3.3,
2016Q1,,S08000026,,S08000026,d,Emergency Inpatients,,2,,21,71,3.380952381,,21,84,4,
2016Q2,,S08000026,,S08000026,d,Emergency Inpatients,,2,,38,78,2.052631579,,37,147,3.972972973,
2016Q3,,S08000026,,S08000026,d,Emergency Inpatients,,2,,26,24,0.923076923,,26,46,1.769230769,
2016Q4,,S08000026,,S08000026,d,Emergency Inpatients,,2,,23,53,2.304347826,,23,53,2.304347826,
2017Q1,,S08000026,,S08000026,d,Emergency Inpatients,,2,,39,122,3.128205128,,37,119,3.216216216,
2017Q2,,S08000026,,S08000026,d,Emergency Inpatients,,2,,59,329,5.576271186,,57,282,4.947368421,
2017Q3,,S08000026,,S08000026,d,Emergency Inpatients,,2,,60,293,4.883333333,,60,511,8.516666667,
2017Q4,,S08000026,,S08000026,d,Emergency Inpatients,,2,,47,177,3.765957447,,46,182,3.956521739,
2018Q1,,S08000026,,S08000026,d,Emergency Inpatients,,2,,42,165,3.928571429,,40,265,6.625,
2018Q2,,S08000026,,S08000026,d,Emergency Inpatients,,2,,44,197,4.477272727,,43,350,8.139534884,
2018Q3,,S08000026,,S08000026,d,Emergency Inpatients,,2,,58,137,2.362068966,,58,177,3.051724138,
2018Q4,,S08000026,,S08000026,d,Emergency Inpatients,,2,,56,171,3.053571429,,57,181,3.175438596,
2019Q1,,S08000026,,S08000026,d,Emergency Inpatients,,2,,48,225,4.6875,,46,219,4.760869565,
2019Q2,,S08000026,,S08000026,d,Emergency Inpatients,,2,,53,166,3.132075472,,54,275,5.092592593,
2019Q3,,S08000026,,S08000026,d,Emergency Inpatients,,2,,38,217,5.710526316,,36,222,6.166666667,
2019Q4,,S08000026,,S08000026,d,Emergency Inpatients,,2,,27,148,5.481481481,,27,221,8.185185185,
2020Q1,,S08000026,,S08000026,d,Emergency Inpatients,,2,,47,220,4.680851064,,47,324,6.893617021,
2020Q2,,S08000026,,S08000026,d,Emergency Inpatients,,2,,35,78,2.228571429,,35,154,4.4,
2020Q3,p,S08000026,,S08000026,d,Emergency Inpatients,,2,,44,208,4.727272727,,46,307,6.673913043,
2015Q3,,S08000026,,S08000026,d,Emergency Inpatients,,3,,174,798,4.586206897,,174,1329,7.637931034,
2015Q4,,S08000026,,S08000026,d,Emergency Inpatients,,3,,194,756,3.896907216,,194,1132,5.835051546,
2016Q1,,S08000026,,S08000026,d,Emergency Inpatients,,3,,189,839,4.439153439,,189,1062,5.619047619,
2016Q2,,S08000026,,S08000026,d,Emergency Inpatients,,3,,191,692,3.623036649,,190,1377,7.247368421,
2016Q3,,S08000026,,S08000026,d,Emergency Inpatients,,3,,167,640,3.832335329,,166,1072,6.457831325,
2016Q4,,S08000026,,S08000026,d,Emergency Inpatients,,3,,171,733,4.286549708,,169,1057,6.25443787,
2017Q1,,S08000026,,S08000026,d,Emergency Inpatients,,3,,187,727,3.887700535,,190,1286,6.768421053,
2017Q2,,S08000026,,S08000026,d,Emergency Inpatients,,3,,179,755,4.217877095,,176,973,5.528409091,
2017Q3,,S08000026,,S08000026,d,Emergency Inpatients,,3,,170,677,3.982352941,,169,923,5.461538462,
2017Q4,,S08000026,,S08000026,d,Emergency Inpatients,,3,,215,790,3.674418605,,212,957,4.514150943,
2018Q1,,S08000026,,S08000026,d,Emergency Inpatients,,3,,192,717,3.734375,,188,965,5.132978723,
2018Q2,,S08000026,,S08000026,d,Emergency Inpatients,,3,,174,644,3.701149425,,177,1032,5.830508475,
2018Q3,,S08000026,,S08000026,d,Emergency Inpatients,,3,,178,792,4.449438202,,176,991,5.630681818,
2018Q4,,S08000026,,S08000026,d,Emergency Inpatients,,3,,176,507,2.880681818,,175,806,4.605714286,
2019Q1,,S08000026,,S08000026,d,Emergency Inpatients,,3,,174,689,3.959770115,,173,1034,5.976878613,
2019Q2,,S08000026,,S08000026,d,Emergency Inpatients,,3,,200,977,4.885,,195,1219,6.251282051,
2019Q3,,S08000026,,S08000026,d,Emergency Inpatients,,3,,204,858,4.205882353,,203,1109,5.463054187,
2019Q4,,S08000026,,S08000026,d,Emergency Inpatients,,3,,194,907,4.675257732,,189,1251,6.619047619,
2020Q1,,S08000026,,S08000026,d,Emergency Inpatients,,3,,163,794,4.871165644,,165,1221,7.4,
2020Q2,,S08000026,,S08000026,d,Emergency Inpatients,,3,,117,401,3.427350427,,112,623,5.5625,
2020Q3,p,S08000026,,S08000026,d,Emergency Inpatients,,3,,184,692,3.760869565,,187,1133,6.058823529,
2015Q3,,S08000026,,S08000026,d,Emergency Inpatients,,4,,261,1007,3.858237548,,266,1784,6.706766917,
2015Q4,,S08000026,,S08000026,d,Emergency Inpatients,,4,,306,1095,3.578431373,,305,1625,5.327868852,
2016Q1,,S08000026,,S08000026,d,Emergency Inpatients,,4,,313,1184,3.782747604,,314,1744,5.554140127,
2016Q2,,S08000026,,S08000026,d,Emergency Inpatients,,4,,294,1166,3.965986395,,288,1677,5.822916667,
2016Q3,,S08000026,,S08000026,d,Emergency Inpatients,,4,,236,1182,5.008474576,,236,1946,8.245762712,
2016Q4,,S08000026,,S08000026,d,Emergency Inpatients,,4,,255,935,3.666666667,,255,1607,6.301960784,
2017Q1,,S08000026,,S08000026,d,Emergency Inpatients,,4,,207,673,3.251207729,,211,1020,4.834123223,
2017Q2,,S08000026,,S08000026,d,Emergency Inpatients,,4,,220,608,2.763636364,,219,793,3.621004566,
2017Q3,,S08000026,,S08000026,d,Emergency Inpatients,,4,,227,741,3.264317181,,218,1032,4.733944954,
2017Q4,,S08000026,,S08000026,d,Emergency Inpatients,,4,,221,943,4.266968326,,227,1670,7.356828194,
2018Q1,,S08000026,,S08000026,d,Emergency Inpatients,,4,,245,876,3.575510204,,244,1177,4.823770492,
2018Q2,,S08000026,,S08000026,d,Emergency Inpatients,,4,,249,924,3.710843373,,249,1309,5.257028112,
2018Q3,,S08000026,,S08000026,d,Emergency Inpatients,,4,,205,773,3.770731707,,199,1109,5.572864322,
2018Q4,,S08000026,,S08000026,d,Emergency Inpatients,,4,,255,1018,3.992156863,,260,1638,6.3,
2019Q1,,S08000026,,S08000026,d,Emergency Inpatients,,4,,229,978,4.270742358,,223,1266,5.677130045,
2019Q2,,S08000026,,S08000026,d,Emergency Inpatients,,4,,202,798,3.95049505,,203,1179,5.807881773,
2019Q3,,S08000026,,S08000026,d,Emergency Inpatients,,4,,202,963,4.767326733,,200,1280,6.4,
2019Q4,,S08000026,,S08000026,d,Emergency Inpatients,,4,,216,820,3.796296296,,214,1234,5.76635514,
2020Q1,,S08000026,,S08000026,d,Emergency Inpatients,,4,,217,839,3.866359447,,214,1217,5.686915888,
2020Q2,,S08000026,,S08000026,d,Emergency Inpatients,,4,,167,477,2.856287425,,169,914,5.408284024,
2020Q3,p,S08000026,,S08000026,d,Emergency Inpatients,,4,,194,631,3.25257732,,190,819,4.310526316,
2015Q3,,S08000026,,S08000026,d,Emergency Inpatients,,5,,5,5,1,,5,5,1,
2015Q4,,S08000026,,S08000026,d,Emergency Inpatients,,5,,10,14,1.4,,10,14,1.4,
2016Q1,,S08000026,,S08000026,d,Emergency Inpatients,,5,,5,5,1,,5,5,1,
2016Q2,,S08000026,,S08000026,d,Emergency Inpatients,,5,,10,25,2.5,,10,40,4,
2016Q3,,S08000026,,S08000026,d,Emergency Inpatients,,5,,5,0,0,,5,0,0,
